N,P,K,temperature,humidity,ph,rainfall,label
131.0,60.0,17.0,25.32023717,81.79475917,7.4250413160000015,83.46532547,19.0
107.0,43.0,18.0,22.426733,81.53480799,6.745104394,65.54475812,19.0
123.0,44.0,21.0,25.78544484,75.00539324,7.6411165689999985,91.39578861,19.0
127.0,53.0,24.0,22.21506982,76.17851932,6.127939627999999,70.40557612,19.0
134.0,52.0,18.0,23.9643129,76.59175937,7.994679507000001,76.13090645,19.0
109.0,36.0,18.0,25.40059227,76.53237965,7.524707577,62.51388670000001,19.0
100.0,48.0,17.0,23.7805123,83.03878838,7.827877817999999,66.26555904,19.0
132.0,52.0,19.0,24.16402322,76.7433897,6.436691764,61.94626051,19.0
102.0,37.0,25.0,25.31468463,77.91757121,5.907930899,72.82902109,19.0
117.0,51.0,15.0,22.9535715,78.71555832,6.044556594,99.75336197,19.0
134.0,56.0,18.0,23.80834611,83.91902605,6.691268104,70.97358303,19.0
112.0,54.0,15.0,25.46228792,81.56641891,6.1754923060000015,76.88582484,19.0
105.0,56.0,15.0,25.96779712,81.97904282,7.272316208999999,74.14169043,19.0
140.0,45.0,15.0,25.5308271,80.04662756,5.801047545,99.39557151,19.0
126.0,46.0,25.0,24.43847399,81.69801729,6.757457943,60.79645852,19.0
106.0,49.0,24.0,23.03887865,76.47039772,6.983395572999999,90.64770699,19.0
108.0,60.0,17.0,22.75805656,76.75768356,6.558902588,97.76600619,19.0
116.0,56.0,17.0,24.71252544,77.7293114,7.979090365,85.24963302,19.0
100.0,52.0,19.0,23.45969093,82.44777468,7.903528672999999,93.50153555,19.0
129.0,43.0,16.0,25.5503704,77.85055621,6.73210948,78.58488484,19.0
118.0,44.0,23.0,22.08458267,82.82904143,6.6916904760000016,67.06459777,19.0
117.0,43.0,25.0,24.68854799,78.51206972,7.839849298,69.31153566,19.0
120.0,48.0,16.0,22.46054478,75.40989245,7.456971816,71.85436078,19.0
102.0,45.0,16.0,23.65629976,77.52425987,7.2942193,74.8984994,19.0
131.0,56.0,20.0,22.00817088,81.83896111,7.762647875,92.23645249,19.0
114.0,40.0,17.0,24.32630461,80.13456404,6.363406102000001,69.45072055,19.0
106.0,46.0,20.0,23.43821725,78.63388824,6.2006719760000015,81.15072105,19.0
102.0,53.0,21.0,23.03814028,76.11021529,6.913678684,91.49697481,19.0
107.0,58.0,15.0,23.73868041,75.77503808,7.55606399,76.63669195,19.0
89.0,47.0,38.0,25.52468965,72.24850829,6.002524871,151.8869972,20.0
60.0,37.0,39.0,26.59104992,82.94164078,6.033485257000001,161.2469997,20.0
63.0,41.0,45.0,25.29781791,86.88705350000002,7.121933578999999,196.6249511,20.0
86.0,40.0,39.0,25.72100868,88.16513579,6.207459637,175.60866969999995,20.0
96.0,41.0,40.0,23.58419277,72.00460848,6.090060478,190.4242157,20.0
100.0,35.0,36.0,25.31042337,72.01364411,6.346715209,190.5577618,20.0
70.0,43.0,40.0,24.35564134,88.80391021,6.176860192,169.11680280000004,20.0
74.0,40.0,40.0,25.13842773,83.12053888,6.386259977999999,169.33884650000005,20.0
89.0,53.0,44.0,24.88692811,71.91711523,7.319735475,150.2498675,20.0
89.0,41.0,38.0,23.12844351,74.68322732,6.344751947000001,199.83629130000003,20.0
60.0,55.0,40.0,24.9949957,88.95692783,7.02777956,151.4935635,20.0
67.0,43.0,38.0,25.21622704,70.88259632,7.299304715,195.8645552,20.0
70.0,38.0,35.0,24.39736241,79.26861738,7.014063944,164.2697011,20.0
74.0,49.0,38.0,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,20.0
90.0,40.0,39.0,25.72668885,81.86171563,6.626503893,191.9649389,20.0
82.0,35.0,44.0,26.96656378,78.21047693,6.239011,169.8391177,20.0
73.0,45.0,37.0,23.70467146,74.63745355,6.742688094,181.2783964,20.0
84.0,55.0,38.0,26.8748389,79.78725152,6.956682742999999,173.1017097,20.0
80.0,45.0,42.0,23.1426498,74.99739774,7.380396262,151.9035477,20.0
76.0,54.0,45.0,24.29496635,77.62976013,6.176618831,184.9800516,20.0
76.0,56.0,39.0,24.39459498,89.89106506,6.551130445,197.1220049,20.0
81.0,40.0,45.0,25.7629429,80.76238215,6.427726565,174.5071843,20.0
76.0,44.0,45.0,25.4879684,84.48235878,6.740947635,168.7848886,20.0
82.0,40.0,45.0,26.21312799,81.70476368,6.667633355,180.1237765,20.0
69.0,57.0,35.0,24.30748599,78.54340987,6.1868143920000005,186.2337571,20.0
67.0,60.0,38.0,24.79853023,78.53037059,7.16214284,162.2847429,20.0
65.0,39.0,45.0,23.66805429,70.89000744,6.768001309,184.4633281,20.0
78.0,50.0,43.0,25.12417673,85.72530641,6.348441469,159.5718087,20.0
77.0,52.0,41.0,23.89069041,83.46409075,6.097294061,167.72306319999996,20.0
62.0,49.0,37.0,24.21744605,82.85284045,7.479248124,166.13658859999995,20.0
66.0,47.0,36.0,24.85441411,74.44070479999998,6.57256106,175.572958,20.0
80.0,52.0,39.0,26.41915161,76.85691248,7.165696848,197.2101782,20.0
89.0,52.0,45.0,24.89326318,77.01222585,7.207457207999999,196.469984,20.0
77.0,51.0,44.0,23.25583402,82.7015932,7.124333547000001,166.2160846,20.0
94.0,37.0,41.0,24.7634518,87.06071115,6.4635387070000005,179.1630865,20.0
75.0,41.0,35.0,24.97042599,78.62697699,6.856833064,166.6415254,20.0
62.0,56.0,35.0,25.97825807,81.65769588,6.235357637999999,163.3488091,20.0
84.0,40.0,42.0,26.2830571,73.35763537,6.704273839,186.6898282,20.0
100.0,56.0,40.0,26.38905406,83.31240346,7.433313409,176.1516409,20.0
75.0,56.0,44.0,25.2746335,73.7459581,6.109478059,168.0432282,20.0
78.0,46.0,42.0,23.09499564,78.45959697,7.095413294,155.3851533,20.0
82.0,48.0,36.0,25.79351957,81.76904006,6.352076782999999,193.2418382,20.0
100.0,58.0,41.0,23.17403323,87.88255345,6.6587699910000016,160.6217342,20.0
88.0,50.0,40.0,25.63215038,79.95150917,7.0518224720000005,182.2582277,20.0
72.0,42.0,43.0,26.56767277,80.90424543,6.352771037,181.2915605,20.0
89.0,40.0,43.0,26.24532085,72.97198375,7.124050134,189.9711184,20.0
89.0,57.0,43.0,26.91515043,73.19897535,6.998787171,177.22330480000005,20.0
61.0,41.0,44.0,24.36972377,82.11319791,6.537914957999999,159.92109340000005,20.0
75.0,36.0,44.0,23.28081,74.27607475,6.613341342999999,153.7447398,20.0
89.0,58.0,35.0,23.98651719,82.09053379,6.096838784,167.0576456,20.0
91.0,41.0,37.0,24.48556447,83.20630007,6.132570522999999,192.2316221,20.0
77.0,48.0,36.0,25.86705009,84.09985284,7.36008498,154.83908469999997,20.0
66.0,58.0,35.0,23.5643831,79.46283115,7.321619041,185.25947,20.0
82.0,35.0,35.0,25.49386782,86.97061481,7.299076163,176.5268267,20.0
99.0,57.0,38.0,24.80624984,82.09281674,6.356295567999999,156.3616174,20.0
70.0,42.0,43.0,23.16814977,76.66724969,6.508342839,157.1215052,20.0
90.0,59.0,35.0,24.25133493,89.86454053,7.098227926,175.1742112,20.0
73.0,43.0,42.0,26.58361011,78.00774772,6.310699968,154.8238864,20.0
67.0,46.0,44.0,26.82489244,78.20392774,7.093328631,153.91998069999997,20.0
84.0,37.0,42.0,25.49674786,81.13449097,6.691074249,169.92882340000003,20.0
72.0,41.0,36.0,24.09874353,80.57226761,6.187746776,176.8604109,20.0
71.0,56.0,37.0,23.18866654,86.20899734,6.491506245,176.103677,20.0
65.0,54.0,39.0,23.75091572,71.14782585,7.124571593,160.0889553,20.0
60.0,58.0,37.0,26.13871511,79.1188943,6.067302109,171.4892533,20.0
86.0,39.0,43.0,26.14576648,71.23690851,6.432051512,193.1007598,20.0
90.0,50.0,44.0,26.91643698,73.48655995,6.253408852000001,171.4716375,20.0
91.0,38.0,36.0,26.5232969,77.17331847,7.287318722999999,157.8548562,20.0
87.0,48.0,38.0,23.81579631,80.94023552,7.161865733,190.312216,20.0
72.0,41.0,36.0,26.50838667,86.84264005,6.065898282999999,152.9801697,20.0
71.0,54.0,35.0,26.63952463,70.95705996,7.311077075,199.3355744,20.0
82.0,46.0,41.0,23.325013100000003,79.79609448,6.581693772,187.3096148,20.0
71.0,52.0,43.0,26.47549543,73.96164569,6.732826127,180.2513601,20.0
80.0,43.0,43.0,23.78756036,74.36794079,6.014572075,172.64426540000005,20.0
63.0,47.0,35.0,26.98582182,89.05587886,7.432768147000001,193.8778713,20.0
87.0,44.0,43.0,23.87484465,86.79261344,6.718725189,177.5147313,20.0
88.0,52.0,39.0,23.92887902,88.07112278,6.880204617,154.6608736,20.0
90.0,39.0,37.0,24.81441246,81.68688879,6.86106911,190.7886386,20.0
90.0,39.0,43.0,24.44743944,82.286484,6.7693455,190.9684885,20.0
91.0,21.0,26.0,26.33377983,57.36469955,7.261313694,191.6549412,21.0
107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.68613359999995,21.0
109.0,31.0,27.0,23.05951896,50.40609436,6.973839707000001,164.4971875,21.0
89.0,25.0,34.0,23.07895447,63.65861483,7.184801627000001,129.8765443,21.0
118.0,18.0,32.0,27.6496114,51.11044023,6.351823783,122.8392822,21.0
111.0,32.0,34.0,25.46743689,69.35161206,6.392048018,171.37644619999998,21.0
84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,21.0
85.0,33.0,25.0,26.20811417,52.50987966,6.910823945,189.0944824,21.0
99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,21.0
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.98125249999995,21.0
81.0,34.0,30.0,25.17787724,62.26244581,6.6477659970000005,135.0119649,21.0
109.0,29.0,28.0,23.26316991,60.51600210000001,6.724688502999999,194.1755471,21.0
100.0,32.0,26.0,25.234661,57.53161469,6.043485685,124.2261737,21.0
100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,21.0
120.0,23.0,28.0,25.67324193,51.29043632,6.877799264,196.2736367,21.0
108.0,33.0,31.0,23.69287069,66.76090123,7.393825704,144.6576424,21.0
91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,21.0
86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,21.0
98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.43580749999995,21.0
84.0,39.0,35.0,23.17714381,52.13864034,6.959404135,117.3113562,21.0
98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,21.0
103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,21.0
88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,21.0
84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.26442869999997,21.0
113.0,21.0,33.0,26.02241444,55.83288958,7.277422737999999,176.90209240000004,21.0
80.0,30.0,25.0,26.24092174,65.64381357,7.487266991,148.37712019999995,21.0
87.0,23.0,28.0,26.22367404,62.26594559,6.979590627,193.7461968,21.0
113.0,15.0,29.0,27.09617155,63.55324262,6.779230041,190.2440566,21.0
85.0,35.0,32.0,26.24928198,54.28617819,6.854011265,133.1120232,21.0
82.0,29.0,35.0,26.67377159,52.24226285,6.246872394,156.15438980000005,21.0
103.0,33.0,25.0,27.10210397,55.74973320000001,6.911066044,139.5013171,21.0
112.0,17.0,28.0,27.62975458,61.26002598,6.777417989,196.6492664,21.0
114.0,27.0,28.0,24.99451759,57.93250202,7.162802357,192.8736822,21.0
100.0,40.0,35.0,27.56441788,54.41094079,6.9557873510000015,177.816092,21.0
115.0,31.0,30.0,24.22984659,67.37768353,6.840927967000001,122.4073418,21.0
82.0,24.0,26.0,24.31274458,53.57285558,6.089443602999999,184.4103931,21.0
94.0,26.0,27.0,26.36629861,52.25738495,7.456460375,177.31761609999995,21.0
87.0,28.0,35.0,26.5602777,57.1621814,6.759211911,152.0616227,21.0
92.0,40.0,30.0,23.35723208,55.18792166,6.026287448,171.6976946,21.0
99.0,40.0,32.0,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,21.0
112.0,39.0,29.0,26.12492233,63.37479229,6.726528895,147.8035305,21.0
111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,21.0
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,21.0
117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,21.0
111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,21.0
119.0,30.0,28.0,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,21.0
116.0,40.0,33.0,24.91370487,54.15319242,7.042089492000001,129.5481144,21.0
95.0,37.0,35.0,27.31317116,68.42333909999999,6.348337518999998,192.4288139,21.0
105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,21.0
109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,21.0
80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,21.0
103.0,33.0,33.0,26.71717393,50.50148528,7.131435858,126.8073984,21.0
104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,21.0
116.0,36.0,25.0,27.57847581,58.52534263,6.172090205,156.6810374,21.0
103.0,40.0,30.0,27.30901814,55.196224,6.3483162570000005,141.48316440000005,21.0
118.0,31.0,34.0,27.54823036,62.88179198,6.123796057000001,181.4170812,21.0
106.0,21.0,35.0,25.627355,57.04151119,7.4285236339999985,188.5506536,21.0
116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,21.0
107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,21.0
99.0,15.0,27.0,27.41711238,56.63636248,6.086922359,127.92461000000002,21.0
118.0,33.0,30.0,24.13179691,67.22512329,6.362607851,173.32283859999995,21.0
104.0,18.0,30.0,23.60301571,60.39647474,6.779832611000002,140.9370415,21.0
